Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9
Viral Infection,sore throat,fatigue,chills,body aches,runny nose,congestion,sneezing,fever,
Viral Infection,congestion,fever,runny nose,fatigue,sore throat,body aches,sneezing,,
Viral Infection,body aches,runny nose,fever,congestion,fatigue,cough,sneezing,,
Viral Infection,cough,congestion,fever,fatigue,body aches,chills,runny nose,sneezing,sore throat
Viral Infection,body aches,sneezing,fever,congestion,sore throat,chills,runny nose,fatigue,
Viral Infection,chills,fever,sneezing,fatigue,sore throat,cough,congestion,runny nose,
Viral Infection,sore throat,fatigue,congestion,runny nose,cough,chills,sneezing,,
Viral Infection,fever,body aches,fatigue,runny nose,sneezing,congestion,cough,chills,sore throat
Viral Infection,runny nose,fatigue,fever,congestion,cough,sneezing,sore throat,,
Viral Infection,body aches,congestion,sore throat,chills,fever,runny nose,cough,sneezing,
Viral Infection,congestion,runny nose,body aches,chills,sore throat,fatigue,sneezing,cough,
Viral Infection,body aches,congestion,sneezing,chills,,,,,
Viral Infection,chills,congestion,body aches,sore throat,runny nose,sneezing,fever,,
Viral Infection,runny nose,cough,sore throat,congestion,body aches,,,,
Viral Infection,fever,cough,chills,body aches,,,,,
Viral Infection,fatigue,cough,body aches,sore throat,chills,sneezing,runny nose,,
Viral Infection,sneezing,fatigue,runny nose,cough,congestion,fever,body aches,,
Viral Infection,cough,fatigue,fever,runny nose,body aches,sore throat,,,
Viral Infection,body aches,fatigue,fever,sore throat,sneezing,chills,cough,,
Viral Infection,runny nose,sneezing,congestion,fever,chills,fatigue,,,
Viral Infection,chills,congestion,body aches,cough,sneezing,,,,
Viral Infection,fever,fatigue,cough,runny nose,congestion,,,,
Viral Infection,fatigue,chills,body aches,fever,cough,runny nose,sneezing,sore throat,
Viral Infection,chills,cough,body aches,runny nose,sneezing,fatigue,sore throat,congestion,
Viral Infection,sore throat,congestion,fever,cough,sneezing,fatigue,chills,,
Viral Infection,congestion,runny nose,cough,fatigue,chills,fever,,,
Viral Infection,sneezing,congestion,fever,fatigue,body aches,,,,
Viral Infection,congestion,sore throat,body aches,runny nose,chills,,,,
Viral Infection,runny nose,body aches,sneezing,sore throat,chills,,,,
Viral Infection,sneezing,runny nose,body aches,congestion,chills,fatigue,cough,,
Viral Infection,sore throat,fever,sneezing,congestion,,,,,
Viral Infection,cough,chills,runny nose,fever,sore throat,body aches,congestion,,
Viral Infection,sneezing,body aches,sore throat,chills,fever,fatigue,congestion,runny nose,
Viral Infection,cough,congestion,body aches,fatigue,sore throat,fever,sneezing,chills,
Viral Infection,congestion,runny nose,chills,fever,body aches,,,,
Viral Infection,fatigue,body aches,sore throat,chills,runny nose,,,,
Viral Infection,sneezing,fever,sore throat,body aches,chills,fatigue,cough,congestion,runny nose
Viral Infection,chills,body aches,fatigue,sore throat,sneezing,fever,congestion,,
Viral Infection,chills,sore throat,congestion,runny nose,fever,cough,body aches,fatigue,
Viral Infection,cough,fever,fatigue,congestion,,,,,
Viral Infection,congestion,sore throat,cough,fatigue,runny nose,sneezing,,,
Viral Infection,cough,body aches,runny nose,fever,sneezing,fatigue,chills,,
Viral Infection,runny nose,fever,sneezing,chills,congestion,sore throat,body aches,fatigue,
Viral Infection,runny nose,sore throat,congestion,fatigue,body aches,,,,
Viral Infection,chills,runny nose,fatigue,sore throat,cough,,,,
Viral Infection,runny nose,congestion,sore throat,body aches,chills,fever,,,
Viral Infection,fatigue,congestion,cough,sneezing,sore throat,,,,
Viral Infection,sore throat,fever,congestion,chills,runny nose,body aches,cough,sneezing,
Viral Infection,cough,congestion,body aches,chills,sneezing,,,,
Viral Infection,body aches,chills,cough,sore throat,congestion,runny nose,fever,fatigue,
Viral Infection,runny nose,fever,sneezing,chills,cough,body aches,congestion,,
Viral Infection,fatigue,sore throat,runny nose,fever,,,,,
Viral Infection,sore throat,cough,chills,fatigue,sneezing,body aches,runny nose,congestion,
Viral Infection,runny nose,body aches,fatigue,sore throat,cough,fever,chills,sneezing,congestion
Viral Infection,sneezing,cough,chills,sore throat,runny nose,body aches,fever,congestion,
Viral Infection,congestion,cough,fatigue,sneezing,body aches,chills,,,
Viral Infection,fatigue,chills,sneezing,sore throat,cough,fever,runny nose,body aches,congestion
Viral Infection,sore throat,chills,sneezing,fatigue,fever,congestion,runny nose,,
Viral Infection,congestion,sneezing,chills,runny nose,cough,fatigue,,,
Viral Infection,sneezing,fever,cough,sore throat,congestion,chills,,,
Viral Infection,chills,runny nose,sore throat,sneezing,body aches,cough,congestion,fever,
Viral Infection,chills,congestion,fatigue,runny nose,fever,body aches,cough,sore throat,sneezing
Viral Infection,fever,runny nose,body aches,congestion,cough,chills,sore throat,fatigue,sneezing
Viral Infection,sneezing,fatigue,sore throat,runny nose,body aches,cough,,,
Viral Infection,body aches,sore throat,sneezing,congestion,fatigue,fever,cough,,
Viral Infection,congestion,chills,sore throat,fatigue,runny nose,sneezing,body aches,fever,cough
Viral Infection,congestion,fatigue,fever,cough,,,,,
Viral Infection,fever,runny nose,fatigue,cough,,,,,
Viral Infection,sneezing,chills,congestion,fever,cough,,,,
Viral Infection,body aches,chills,runny nose,sneezing,cough,fever,sore throat,fatigue,
Viral Infection,congestion,runny nose,sneezing,fatigue,cough,fever,,,
Viral Infection,chills,fatigue,cough,fever,congestion,sneezing,sore throat,,
Viral Infection,sneezing,runny nose,congestion,chills,cough,,,,
Viral Infection,congestion,body aches,sneezing,fatigue,chills,cough,sore throat,fever,
Viral Infection,fatigue,cough,congestion,sore throat,sneezing,runny nose,body aches,fever,
Viral Infection,congestion,chills,body aches,cough,sneezing,fatigue,sore throat,fever,runny nose
Viral Infection,sore throat,runny nose,fever,chills,body aches,fatigue,congestion,sneezing,
Viral Infection,runny nose,body aches,congestion,cough,fatigue,sneezing,,,
Viral Infection,sore throat,congestion,fatigue,runny nose,,,,,
Viral Infection,runny nose,congestion,cough,fever,chills,sneezing,sore throat,fatigue,
Viral Infection,body aches,sore throat,sneezing,congestion,,,,,
Viral Infection,fever,sneezing,cough,runny nose,congestion,,,,
Viral Infection,sneezing,cough,fever,runny nose,,,,,
Viral Infection,sneezing,congestion,chills,runny nose,fever,sore throat,,,
Viral Infection,fever,body aches,chills,congestion,runny nose,,,,
Viral Infection,body aches,sneezing,congestion,runny nose,fatigue,fever,cough,sore throat,chills
Viral Infection,sneezing,runny nose,chills,fever,body aches,,,,
Viral Infection,sore throat,fatigue,sneezing,fever,body aches,,,,
Viral Infection,fever,chills,runny nose,body aches,sore throat,fatigue,,,
Viral Infection,sneezing,chills,cough,sore throat,fever,congestion,body aches,fatigue,
Viral Infection,fever,cough,chills,runny nose,congestion,,,,
Viral Infection,fatigue,sore throat,body aches,cough,,,,,
Viral Infection,congestion,runny nose,sore throat,fever,body aches,fatigue,,,
Viral Infection,fever,cough,fatigue,congestion,sore throat,sneezing,body aches,chills,
Viral Infection,sore throat,sneezing,body aches,congestion,,,,,
Viral Infection,congestion,fatigue,cough,sore throat,fever,body aches,sneezing,chills,
Viral Infection,cough,runny nose,sore throat,body aches,fatigue,sneezing,fever,,
Viral Infection,cough,sneezing,runny nose,fever,chills,,,,
Viral Infection,congestion,fatigue,runny nose,body aches,cough,sore throat,fever,chills,sneezing
Viral Infection,sore throat,fatigue,chills,cough,congestion,runny nose,,,
Viral Infection,body aches,cough,sore throat,chills,,,,,
Viral Infection,cough,sneezing,chills,body aches,,,,,
Viral Infection,sneezing,congestion,runny nose,sore throat,cough,fever,fatigue,,
Viral Infection,fever,body aches,congestion,runny nose,cough,sneezing,,,
Viral Infection,sore throat,runny nose,cough,fever,sneezing,fatigue,congestion,chills,
Viral Infection,body aches,fever,sneezing,cough,chills,fatigue,,,
Viral Infection,cough,runny nose,body aches,chills,fever,fatigue,sneezing,,
Viral Infection,sneezing,congestion,fever,chills,body aches,,,,
Viral Infection,fever,congestion,sneezing,body aches,fatigue,,,,
Viral Infection,chills,runny nose,sneezing,congestion,sore throat,fatigue,cough,,
Viral Infection,runny nose,chills,sore throat,fever,sneezing,body aches,fatigue,congestion,cough
Viral Infection,sore throat,chills,fever,cough,runny nose,sneezing,,,
Viral Infection,body aches,fever,sneezing,runny nose,fatigue,chills,sore throat,congestion,cough
Viral Infection,congestion,sneezing,cough,body aches,sore throat,runny nose,chills,fatigue,fever
Viral Infection,sore throat,runny nose,sneezing,fatigue,cough,,,,
Viral Infection,congestion,chills,fatigue,sore throat,sneezing,cough,body aches,runny nose,
Viral Infection,sneezing,sore throat,fatigue,cough,chills,fever,runny nose,,
Viral Infection,body aches,runny nose,fatigue,chills,congestion,sore throat,sneezing,cough,
Viral Infection,fever,body aches,chills,fatigue,sore throat,,,,
Viral Infection,congestion,fever,sore throat,chills,fatigue,runny nose,body aches,cough,
Viral Infection,fatigue,sore throat,sneezing,cough,fever,body aches,,,
Viral Infection,runny nose,cough,chills,sneezing,congestion,body aches,fever,sore throat,
Viral Infection,runny nose,fever,sneezing,sore throat,body aches,chills,cough,,
Viral Infection,fever,congestion,sore throat,chills,,,,,
Viral Infection,chills,cough,sore throat,body aches,fatigue,fever,congestion,runny nose,sneezing
Viral Infection,chills,sore throat,fatigue,congestion,runny nose,cough,fever,body aches,
Viral Infection,body aches,sore throat,sneezing,fever,,,,,
Viral Infection,fatigue,fever,runny nose,congestion,sore throat,cough,chills,body aches,
Viral Infection,chills,body aches,congestion,fatigue,sore throat,cough,runny nose,fever,
Viral Infection,chills,sore throat,congestion,fatigue,cough,sneezing,fever,body aches,runny nose
Viral Infection,congestion,sore throat,fever,chills,cough,fatigue,,,
Viral Infection,body aches,sore throat,chills,congestion,fatigue,cough,,,
Viral Infection,runny nose,body aches,cough,chills,fever,congestion,fatigue,sore throat,sneezing
Viral Infection,runny nose,fever,cough,sneezing,chills,body aches,,,
Viral Infection,sneezing,cough,sore throat,fever,fatigue,runny nose,congestion,chills,body aches
Viral Infection,cough,fever,runny nose,sneezing,body aches,,,,
Viral Infection,fever,sore throat,chills,cough,congestion,,,,
Viral Infection,cough,body aches,fatigue,sore throat,,,,,
Viral Infection,congestion,runny nose,fatigue,chills,cough,body aches,fever,sneezing,sore throat
Viral Infection,sneezing,cough,fatigue,congestion,sore throat,fever,,,
Viral Infection,body aches,chills,congestion,runny nose,fever,cough,fatigue,,
Viral Infection,cough,chills,congestion,fever,body aches,runny nose,sore throat,sneezing,fatigue
Viral Infection,fatigue,sore throat,chills,runny nose,congestion,body aches,,,
Viral Infection,chills,body aches,runny nose,sore throat,congestion,fever,,,
Viral Infection,body aches,fatigue,cough,fever,sneezing,runny nose,chills,congestion,sore throat
Viral Infection,body aches,chills,fatigue,sore throat,congestion,,,,
Viral Infection,chills,cough,fatigue,congestion,fever,,,,
Viral Infection,fatigue,chills,cough,fever,sore throat,body aches,,,
Viral Infection,sneezing,fever,chills,runny nose,,,,,
Viral Infection,congestion,cough,sneezing,body aches,chills,fatigue,fever,sore throat,
Viral Infection,body aches,cough,fever,chills,,,,,
Viral Infection,congestion,body aches,cough,fatigue,,,,,
Viral Infection,congestion,chills,sore throat,fatigue,fever,body aches,runny nose,sneezing,
Viral Infection,congestion,sneezing,chills,runny nose,fever,body aches,fatigue,cough,
Viral Infection,sore throat,body aches,cough,fatigue,,,,,
Viral Infection,cough,chills,body aches,runny nose,sneezing,,,,
Viral Infection,chills,runny nose,body aches,cough,fever,sneezing,congestion,fatigue,
Viral Infection,sneezing,fever,chills,sore throat,,,,,
Viral Infection,runny nose,congestion,body aches,chills,sore throat,fever,cough,fatigue,
Viral Infection,chills,body aches,sore throat,sneezing,,,,,
Viral Infection,cough,fever,fatigue,sneezing,chills,body aches,congestion,sore throat,runny nose
Viral Infection,fever,body aches,fatigue,cough,runny nose,sneezing,chills,congestion,
Viral Infection,body aches,sore throat,sneezing,runny nose,,,,,
Viral Infection,runny nose,sore throat,cough,congestion,body aches,fatigue,fever,,
Viral Infection,chills,fatigue,runny nose,sneezing,cough,body aches,sore throat,fever,
Viral Infection,fever,cough,runny nose,sore throat,,,,,
Viral Infection,sneezing,cough,fever,chills,body aches,,,,
Viral Infection,chills,cough,fever,sneezing,runny nose,congestion,,,
Viral Infection,chills,runny nose,cough,congestion,fatigue,sore throat,body aches,,
Viral Infection,body aches,congestion,cough,sore throat,sneezing,chills,runny nose,,
Viral Infection,chills,body aches,sneezing,runny nose,,,,,
Viral Infection,runny nose,fever,sneezing,sore throat,,,,,
Viral Infection,congestion,chills,fatigue,runny nose,,,,,
Viral Infection,fever,fatigue,body aches,congestion,,,,,
Viral Infection,runny nose,sore throat,sneezing,fever,,,,,
Viral Infection,congestion,body aches,fatigue,sore throat,cough,sneezing,runny nose,fever,chills
Viral Infection,runny nose,sore throat,chills,cough,body aches,sneezing,,,
Viral Infection,chills,cough,sore throat,fever,body aches,runny nose,fatigue,congestion,sneezing
Viral Infection,fatigue,congestion,sore throat,cough,runny nose,sneezing,body aches,chills,fever
Viral Infection,sore throat,body aches,runny nose,fatigue,cough,fever,chills,congestion,sneezing
Viral Infection,chills,runny nose,fatigue,sore throat,,,,,
Viral Infection,congestion,body aches,fatigue,runny nose,fever,sore throat,,,
Viral Infection,sore throat,fever,congestion,body aches,sneezing,fatigue,runny nose,chills,
Viral Infection,congestion,cough,fatigue,runny nose,chills,fever,sore throat,body aches,sneezing
Viral Infection,congestion,chills,sore throat,fever,runny nose,cough,sneezing,fatigue,
Viral Infection,runny nose,fever,fatigue,cough,sore throat,,,,
Viral Infection,chills,sore throat,cough,fatigue,sneezing,fever,body aches,congestion,runny nose
Viral Infection,congestion,fatigue,sore throat,runny nose,chills,fever,body aches,sneezing,cough
Viral Infection,fever,runny nose,fatigue,cough,congestion,sore throat,,,
Viral Infection,cough,fever,fatigue,runny nose,chills,,,,
Viral Infection,runny nose,chills,sore throat,fever,sneezing,cough,fatigue,congestion,body aches
Viral Infection,fatigue,runny nose,chills,cough,body aches,congestion,,,
Viral Infection,fatigue,chills,cough,fever,sneezing,sore throat,body aches,,
Viral Infection,fever,chills,body aches,fatigue,congestion,sneezing,,,
Viral Infection,fever,sore throat,runny nose,sneezing,,,,,
Viral Infection,sore throat,runny nose,chills,body aches,fever,congestion,sneezing,fatigue,
Viral Infection,fatigue,sore throat,chills,cough,body aches,,,,
Viral Infection,sneezing,chills,body aches,runny nose,fatigue,,,,
Viral Infection,congestion,body aches,fatigue,runny nose,chills,sneezing,,,
Viral Infection,fever,runny nose,sneezing,fatigue,chills,sore throat,congestion,,
Viral Infection,cough,sneezing,runny nose,body aches,fatigue,chills,fever,,
